country,iso3,species,species_id,source_id
Philippines,PHL,Sonneratia caseolaris,54,1
Philippines,PHL,Sonneratia ovata,57,1
Philippines,PHL,Sonneratia gulngai,58,1
Philippines,PHL,Xylocarpus granatum,61,1
Palau,PLW,Acanthus ebracteatus,1,1
Palau,PLW,Acrostichum aureum,3,1
Palau,PLW,Acrostichum speciosum,5,1
Palau,PLW,Avicennia alba,11,1
Palau,PLW,Bruguiera gymnorrhiza,18,1
Palau,PLW,Ceriops tagal,27,1
Palau,PLW,Cynometra iripa,28,1
Palau,PLW,Dolichandrone spathacea,30,1
Palau,PLW,Excoecaria agallocha,31,1
Palau,PLW,Heritiera littoralis,35,1
Palau,PLW,Lumnitzera littorea,38,1
Palau,PLW,Nypa fruticans,41,1
Palau,PLW,Pemphis acidula,43,1
Palau,PLW,Rhizophora apiculata,44,1
Palau,PLW,Rhizophora mucronata,45,1
Palau,PLW,Rhizophora stylosa,47,1
Palau,PLW,Rhizophora lamarckii,48,1
Palau,PLW,Scyphiphora hydrophyllacea,51,1
Palau,PLW,Sonneratia alba,52,1
Palau,PLW,Xylocarpus granatum,61,1
Papua New Guinea,PNG,Acanthus ebracteatus,1,1
Papua New Guinea,PNG,Acanthus ilicifolius,2,1
Papua New Guinea,PNG,Acrostichum aureum,3,1
Papua New Guinea,PNG,Acrostichum speciosum,5,1
Papua New Guinea,PNG,Aegialitis annulata,6,1
Papua New Guinea,PNG,Aegiceras corniculatum,8,1
Papua New Guinea,PNG,Avicennia alba,11,1
Papua New Guinea,PNG,Avicennia marina,13,1
Papua New Guinea,PNG,Avicennia officinalis,14,1
Papua New Guinea,PNG,Avicennia rumphiana,15,1
Papua New Guinea,PNG,Bruguiera cylindrica,16,1
Papua New Guinea,PNG,Bruguiera exaristata,17,1
Papua New Guinea,PNG,Bruguiera gymnorrhiza,18,1
Papua New Guinea,PNG,Bruguiera hainesii,19,1
Papua New Guinea,PNG,Bruguiera parviflora,20,1
Papua New Guinea,PNG,Bruguiera sexangula,21,1
Papua New Guinea,PNG,Camptostemon schultzii,24,1
Papua New Guinea,PNG,Ceriops decandra,26,1
Papua New Guinea,PNG,Ceriops tagal,27,1
Papua New Guinea,PNG,Cynometra iripa,28,1
Papua New Guinea,PNG,Diospyros littorea,29,1
Papua New Guinea,PNG,Dolichandrone spathacea,30,1
Papua New Guinea,PNG,Excoecaria agallocha,31,1
Papua New Guinea,PNG,Heritiera littoralis,35,1
Papua New Guinea,PNG,Lumnitzera littorea,38,1
Papua New Guinea,PNG,Lumnitzera racemosa,39,1
Papua New Guinea,PNG,Lumnitzera rosea,40,1
Papua New Guinea,PNG,Nypa fruticans,41,1
Papua New Guinea,PNG,Osbornia octodonta,42,1
Papua New Guinea,PNG,Pemphis acidula,43,1
Papua New Guinea,PNG,Rhizophora apiculata,44,1
Papua New Guinea,PNG,Rhizophora mucronata,45,1
Papua New Guinea,PNG,Rhizophora lamarckii,48,1
Papua New Guinea,PNG,Scyphiphora hydrophyllacea,51,1
Papua New Guinea,PNG,Sonneratia alba,52,1
Papua New Guinea,PNG,Sonneratia caseolaris,54,1
Papua New Guinea,PNG,Sonneratia caseolaris,56,1
Papua New Guinea,PNG,Sonneratia ovata,57,1
Papua New Guinea,PNG,Sonneratia gulngai,58,1
Papua New Guinea,PNG,Sonneratia urama,60,1
Papua New Guinea,PNG,Xylocarpus granatum,61,1
Papua New Guinea,PNG,Xylocarpus moluccensis,62,1
Puerto Rico,PRI,Xylocarpus moluccensis,62,1
Puerto Rico,PRI,Avicennia germinans,64,1
Puerto Rico,PRI,Conocarpus erectus,66,1
Puerto Rico,PRI,Laguncularia racemosa,67,1
Puerto Rico,PRI,Rhizophora mangle,70,1
Qatar,QAT,Avicennia marina,13,1
Saudi Arabia,SAU,Avicennia marina,13,1
Saudi Arabia,SAU,Rhizophora mucronata,45,1
Sudan,SDN,Avicennia marina,13,1
Senegal,SEN,Acrostichum aureum,3,1
Senegal,SEN,Avicennia germinans,64,1
Senegal,SEN,Conocarpus erectus,66,1
Senegal,SEN,Laguncularia racemosa,67,1
Senegal,SEN,Rhizophora mangle,70,1
Senegal,SEN,Rhizophora racemosa,71,1
Senegal,SEN,Rhizophora harrisonii,72,1
Singapore,SGP,Acanthus ebracteatus,1,1
Singapore,SGP,Acanthus ilicifolius,2,1
Singapore,SGP,Acrostichum aureum,3,1
Singapore,SGP,Acrostichum speciosum,5,1
Singapore,SGP,Aegiceras corniculatum,8,1
Singapore,SGP,Avicennia alba,11,1
Singapore,SGP,Avicennia marina,13,1
Singapore,SGP,Avicennia officinalis,14,1
Singapore,SGP,Avicennia rumphiana,15,1
Singapore,SGP,Bruguiera cylindrica,16,1
Singapore,SGP,Bruguiera gymnorrhiza,18,1
Singapore,SGP,Bruguiera parviflora,20,1
Singapore,SGP,Ceriops tagal,27,1
Singapore,SGP,Dolichandrone spathacea,30,1
Singapore,SGP,Excoecaria agallocha,31,1
Singapore,SGP,Heritiera littoralis,35,1
Singapore,SGP,Kandelia candel,36,1
Singapore,SGP,Lumnitzera littorea,38,1
Singapore,SGP,Lumnitzera racemosa,39,1
Singapore,SGP,Nypa fruticans,41,1
Singapore,SGP,Pemphis acidula,43,1
Singapore,SGP,Rhizophora apiculata,44,1
Singapore,SGP,Rhizophora mucronata,45,1
Singapore,SGP,Rhizophora stylosa,47,1
Singapore,SGP,Scyphiphora hydrophyllacea,51,1
Singapore,SGP,Sonneratia alba,52,1
Singapore,SGP,Sonneratia caseolaris,54,1
Singapore,SGP,Sonneratia ovata,57,1
Singapore,SGP,Xylocarpus granatum,61,1
Singapore,SGP,Xylocarpus moluccensis,62,1
Solomon Islands,SLB,Acanthus ilicifolius,2,1
Solomon Islands,SLB,Aegiceras corniculatum,8,1
Solomon Islands,SLB,Avicennia alba,11,1
Solomon Islands,SLB,Avicennia marina,13,1
Solomon Islands,SLB,Bruguiera cylindrica,16,1
Solomon Islands,SLB,Bruguiera gymnorrhiza,18,1
Solomon Islands,SLB,Bruguiera parviflora,20,1
Solomon Islands,SLB,Bruguiera sexangula,21,1
Solomon Islands,SLB,Ceriops tagal,27,1
Solomon Islands,SLB,Excoecaria agallocha,31,1
Solomon Islands,SLB,Heritiera littoralis,35,1
Solomon Islands,SLB,Lumnitzera littorea,38,1
Solomon Islands,SLB,Nypa fruticans,41,1
Solomon Islands,SLB,Osbornia octodonta,42,1
Solomon Islands,SLB,Rhizophora apiculata,44,1
Solomon Islands,SLB,Rhizophora mucronata,45,1
Solomon Islands,SLB,Rhizophora stylosa,47,1
Solomon Islands,SLB,Rhizophora lamarckii,48,1
Solomon Islands,SLB,Scyphiphora hydrophyllacea,51,1
Solomon Islands,SLB,Sonneratia alba,52,1
Solomon Islands,SLB,Sonneratia caseolaris,54,1
Solomon Islands,SLB,Sonneratia gulngai,58,1
Solomon Islands,SLB,Xylocarpus granatum,61,1
Solomon Islands,SLB,Xylocarpus moluccensis,62,1
Sierra Leone,SLE,Avicennia germinans,64,1
Sierra Leone,SLE,Conocarpus erectus,66,1
Sierra Leone,SLE,Laguncularia racemosa,67,1
Sierra Leone,SLE,Rhizophora mangle,70,1
Sierra Leone,SLE,Rhizophora racemosa,71,1
Sierra Leone,SLE,Rhizophora harrisonii,72,1
El Salvador,SLV,Avicennia bicolor,63,1
El Salvador,SLV,Avicennia germinans,64,1
El Salvador,SLV,Conocarpus erectus,66,1
El Salvador,SLV,Laguncularia racemosa,67,1
El Salvador,SLV,Rhizophora mangle,70,1
El Salvador,SLV,Rhizophora racemosa,71,1
Somalia,SOM,Avicennia marina,13,1
Somalia,SOM,Bruguiera gymnorrhiza,18,1
Somalia,SOM,Ceriops tagal,27,1
Somalia,SOM,Lumnitzera racemosa,39,1
Somalia,SOM,Rhizophora mucronata,45,1
Somalia,SOM,Sonneratia alba,52,1
Sao Tome And Principe,STP,Acrostichum aureum,3,1
Sao Tome And Principe,STP,Avicennia germinans,64,1
Sao Tome And Principe,STP,Conocarpus erectus,66,1
Sao Tome And Principe,STP,Rhizophora harrisonii,72,1
Suriname,SUR,Acrostichum aureum,3,1
Suriname,SUR,Avicennia germinans,64,1
Suriname,SUR,Laguncularia racemosa,67,1
Suriname,SUR,Rhizophora mangle,70,1
Sint Maarten,SXM,Acrostichum aureum,3,1
Sint Maarten,SXM,Avicennia germinans,64,1
Sint Maarten,SXM,Avicennia schaueriana,65,1
Sint Maarten,SXM,Conocarpus erectus,66,1
Sint Maarten,SXM,Laguncularia racemosa,67,1
Sint Maarten,SXM,Rhizophora mangle,70,1
Seychelles,SYC,Acrostichum aureum,3,1
Seychelles,SYC,Avicennia marina,13,1
Seychelles,SYC,Bruguiera gymnorrhiza,18,1
Seychelles,SYC,Ceriops tagal,27,1
Seychelles,SYC,Lumnitzera racemosa,39,1
Seychelles,SYC,Pemphis acidula,43,1
Seychelles,SYC,Rhizophora mucronata,45,1
Seychelles,SYC,Sonneratia alba,52,1
Seychelles,SYC,Xylocarpus granatum,61,1
Turks and Caicos Islands,TCA,Avicennia germinans,64,1
Turks and Caicos Islands,TCA,Avicennia schaueriana,65,1
Turks and Caicos Islands,TCA,Conocarpus erectus,66,1
Turks and Caicos Islands,TCA,Laguncularia racemosa,67,1
Turks and Caicos Islands,TCA,Rhizophora mangle,70,1
Togo,TGO,Avicennia germinans,64,1
Togo,TGO,Conocarpus erectus,66,1
Togo,TGO,Rhizophora racemosa,71,1
Thailand,THA,Acanthus ebracteatus,1,1
Thailand,THA,Acanthus ilicifolius,2,1
Thailand,THA,Acrostichum aureum,3,1
Thailand,THA,Acrostichum speciosum,5,1
Thailand,THA,Aegialitis rotundifolia,7,1
Thailand,THA,Aegiceras corniculatum,8,1
Thailand,THA,Avicennia alba,11,1
Thailand,THA,Avicennia marina,13,1
Thailand,THA,Avicennia officinalis,14,1
Thailand,THA,Bruguiera cylindrica,16,1
Thailand,THA,Bruguiera gymnorrhiza,18,1
Thailand,THA,Bruguiera hainesii,19,1
Thailand,THA,Bruguiera parviflora,20,1
Thailand,THA,Bruguiera sexangula,21,1
Thailand,THA,Ceriops decandra,26,1
Thailand,THA,Ceriops tagal,27,1
Thailand,THA,Cynometra iripa,28,1
Thailand,THA,Dolichandrone spathacea,30,1
Thailand,THA,Excoecaria agallocha,31,1
Thailand,THA,Heritiera fomes,33,1
Thailand,THA,Heritiera littoralis,35,1
Thailand,THA,Kandelia candel,36,1
Thailand,THA,Lumnitzera littorea,38,1
Thailand,THA,Lumnitzera racemosa,39,1
Thailand,THA,Nypa fruticans,41,1
Thailand,THA,Pemphis acidula,43,1
Thailand,THA,Rhizophora apiculata,44,1
Thailand,THA,Rhizophora mucronata,45,1
Thailand,THA,Scyphiphora hydrophyllacea,51,1
Thailand,THA,Sonneratia alba,52,1
Thailand,THA,Sonneratia caseolaris,54,1
Thailand,THA,Sonneratia griffithii,55,1
Thailand,THA,Sonneratia ovata,57,1
Thailand,THA,Xylocarpus granatum,61,1
Thailand,THA,Xylocarpus moluccensis,62,1
Timor-Leste,TLS,Acanthus ilicifolius,2,1
Timor-Leste,TLS,Acrostichum aureum,3,1
Timor-Leste,TLS,Aegiceras corniculatum,8,1
Timor-Leste,TLS,Avicennia marina,13,1
Timor-Leste,TLS,Bruguiera parviflora,20,1
Timor-Leste,TLS,Dolichandrone spathacea,30,1
Timor-Leste,TLS,Excoecaria agallocha,31,1
Timor-Leste,TLS,Heritiera littoralis,35,1
Timor-Leste,TLS,Lumnitzera racemosa,39,1
Timor-Leste,TLS,Rhizophora lamarckii,48,1
Timor-Leste,TLS,Sonneratia alba,52,1
Timor-Leste,TLS,Xylocarpus granatum,61,1
Tonga,TON,Bruguiera gymnorrhiza,18,1
Tonga,TON,Excoecaria agallocha,31,1
Tonga,TON,Heritiera littoralis,35,1
Tonga,TON,Lumnitzera littorea,38,1
Tonga,TON,Pemphis acidula,43,1
Tonga,TON,Rhizophora samoensis,46,1
Tonga,TON,Rhizophora stylosa,47,1
Tonga,TON,Xylocarpus granatum,61,1
Trinidad And Tobago,TTO,Avicennia germinans,64,1
Trinidad And Tobago,TTO,Avicennia schaueriana,65,1
Trinidad And Tobago,TTO,Conocarpus erectus,66,1
Trinidad And Tobago,TTO,Laguncularia racemosa,67,1
Trinidad And Tobago,TTO,Rhizophora mangle,70,1
Trinidad And Tobago,TTO,Rhizophora racemosa,71,1
Trinidad And Tobago,TTO,Rhizophora harrisonii,72,1
Tuvalu,TUV,Lumnitzera littorea,38,1
Tuvalu,TUV,Pemphis acidula,43,1
"Taiwan, Province of China ",TWN,Avicennia marina,13,1
"Taiwan, Province of China ",TWN,Excoecaria agallocha,31,1
"Taiwan, Province of China ",TWN,Heritiera littoralis,35,1
"Taiwan, Province of China ",TWN,Kandelia obovata,37,1
"Taiwan, Province of China ",TWN,Lumnitzera racemosa,39,1
"Taiwan, Province of China ",TWN,Pemphis acidula,43,1
"Taiwan, Province of China ",TWN,Rhizophora stylosa,47,1
"Tanzania, United Republic of",TZA,Acrostichum aureum,3,1
"Tanzania, United Republic of",TZA,Avicennia marina,13,1
"Tanzania, United Republic of",TZA,Bruguiera gymnorrhiza,18,1
"Tanzania, United Republic of",TZA,Ceriops tagal,27,1
"Tanzania, United Republic of",TZA,Heritiera littoralis,35,1
"Tanzania, United Republic of",TZA,Lumnitzera racemosa,39,1
"Tanzania, United Republic of",TZA,Pemphis acidula,43,1
"Tanzania, United Republic of",TZA,Rhizophora mucronata,45,1
"Tanzania, United Republic of",TZA,Sonneratia alba,52,1
"Tanzania, United Republic of",TZA,Xylocarpus granatum,61,1
United States of America,USA,Acrostichum aureum,3,1
United States of America,USA,Avicennia germinans,64,1
United States of America,USA,Conocarpus erectus,66,1
United States of America,USA,Laguncularia racemosa,67,1
United States of America,USA,Rhizophora mangle,70,1
Saint Vincent and the Grenadines,VCT,Acrostichum aureum,3,1
Saint Vincent and the Grenadines,VCT,Avicennia germinans,64,1
Saint Vincent and the Grenadines,VCT,Avicennia schaueriana,65,1
Saint Vincent and the Grenadines,VCT,Conocarpus erectus,66,1
Saint Vincent and the Grenadines,VCT,Laguncularia racemosa,67,1
Saint Vincent and the Grenadines,VCT,Rhizophora mangle,70,1
Venezuela (Bolivarian Republic of),VEN,Acrostichum aureum,3,1
Venezuela (Bolivarian Republic of),VEN,Avicennia germinans,64,1
Venezuela (Bolivarian Republic of),VEN,Conocarpus erectus,66,1
Venezuela (Bolivarian Republic of),VEN,Laguncularia racemosa,67,1
Venezuela (Bolivarian Republic of),VEN,Rhizophora mangle,70,1
Venezuela (Bolivarian Republic of),VEN,Rhizophora racemosa,71,1
Venezuela (Bolivarian Republic of),VEN,Rhizophora harrisonii,72,1
British Virgin Islands,VGB,Acrostichum aureum,3,1
British Virgin Islands,VGB,Avicennia germinans,64,1
British Virgin Islands,VGB,Avicennia schaueriana,65,1
British Virgin Islands,VGB,Conocarpus erectus,66,1
British Virgin Islands,VGB,Laguncularia racemosa,67,1
British Virgin Islands,VGB,Rhizophora mangle,70,1
US Virgin Islands,VIR,Acrostichum aureum,3,1
US Virgin Islands,VIR,Avicennia germinans,64,1
US Virgin Islands,VIR,Avicennia schaueriana,65,1
US Virgin Islands,VIR,Conocarpus erectus,66,1
US Virgin Islands,VIR,Laguncularia racemosa,67,1
US Virgin Islands,VIR,Rhizophora mangle,70,1
Viet Nam,VNM,Acanthus ebracteatus,1,1
Viet Nam,VNM,Acanthus ilicifolius,2,1
Viet Nam,VNM,Acrostichum aureum,3,1
Viet Nam,VNM,Aegiceras corniculatum,8,1
Viet Nam,VNM,Aegiceras floridum,9,1
Viet Nam,VNM,Avicennia alba,11,1
Viet Nam,VNM,Avicennia marina,13,1
Viet Nam,VNM,Avicennia officinalis,14,1
Viet Nam,VNM,Bruguiera cylindrica,16,1
Viet Nam,VNM,Bruguiera gymnorrhiza,18,1
Viet Nam,VNM,Bruguiera parviflora,20,1
Viet Nam,VNM,Bruguiera sexangula,21,1
Viet Nam,VNM,Ceriops decandra,26,1
Viet Nam,VNM,Ceriops tagal,27,1
Viet Nam,VNM,Dolichandrone spathacea,30,1
Viet Nam,VNM,Excoecaria agallocha,31,1
Viet Nam,VNM,Heritiera littoralis,35,1
Viet Nam,VNM,Kandelia candel,36,1
Viet Nam,VNM,Kandelia obovata,37,1
Viet Nam,VNM,Lumnitzera littorea,38,1
Viet Nam,VNM,Lumnitzera racemosa,39,1
Viet Nam,VNM,Nypa fruticans,41,1
Viet Nam,VNM,Rhizophora apiculata,44,1
Viet Nam,VNM,Rhizophora mucronata,45,1
Viet Nam,VNM,Rhizophora stylosa,47,1
Viet Nam,VNM,Scyphiphora hydrophyllacea,51,1
Viet Nam,VNM,Sonneratia alba,52,1
Viet Nam,VNM,Sonneratia caseolaris,54,1
Viet Nam,VNM,Sonneratia ovata,57,1
Viet Nam,VNM,Xylocarpus granatum,61,1
Vanuatu,VUT,Avicennia marina,13,1
Vanuatu,VUT,Bruguiera gymnorrhiza,18,1
Vanuatu,VUT,Bruguiera parviflora,20,1
Vanuatu,VUT,Ceriops tagal,27,1
Vanuatu,VUT,Excoecaria agallocha,31,1
Vanuatu,VUT,Heritiera littoralis,35,1
Vanuatu,VUT,Lumnitzera littorea,38,1
Vanuatu,VUT,Rhizophora apiculata,44,1
Vanuatu,VUT,Rhizophora mucronata,45,1
Vanuatu,VUT,Rhizophora samoensis,46,1
Vanuatu,VUT,Rhizophora lamarckii,48,1
Vanuatu,VUT,Sonneratia alba,52,1
Vanuatu,VUT,Sonneratia caseolaris,54,1
Vanuatu,VUT,Sonneratia gulngai,58,1
Vanuatu,VUT,Xylocarpus granatum,61,1
Wallis and Futuna,WLF,Acrostichum aureum,3,1
Wallis and Futuna,WLF,Bruguiera gymnorrhiza,18,1
Wallis and Futuna,WLF,Rhizophora samoensis,46,1
Wallis and Futuna,WLF,Rhizophora stylosa,47,1
Samoa,WSM,Bruguiera gymnorrhiza,18,1
Samoa,WSM,Rhizophora samoensis,46,1
Samoa,WSM,Rhizophora stylosa,47,1
Samoa,WSM,Xylocarpus granatum,61,1
Yemen,YEM,Avicennia marina,13,1
Yemen,YEM,Rhizophora mucronata,45,1
South Africa,ZAF,Acrostichum aureum,3,1
South Africa,ZAF,Avicennia marina,13,1
South Africa,ZAF,Bruguiera gymnorrhiza,18,1
South Africa,ZAF,Ceriops tagal,27,1
South Africa,ZAF,Lumnitzera racemosa,39,1
South Africa,ZAF,Sonneratia alba,52,1
Cocos (Keeling) Islands,CCK,Pemphis acidula,43,1
Cocos (Keeling) Islands,CCK,Rhizophora apiculata,44,1
Norfolk Island,NFK,Excoecaria agallocha,31,1
French Polynesia,PYF,Rhizophora stylosa,47,1
French Polynesia,PYF,Acrostichum aureum,3,1
"Hong Kong Special Administrative Region of China, the",HKG,Kandelia obovata,37,1
"Hong Kong Special Administrative Region of China, the",HKG,Avicennia marina,13,1
"Hong Kong Special Administrative Region of China, the",HKG,Acanthus ilicifolius,2,1
"Hong Kong Special Administrative Region of China, the",HKG,Aegiceras corniculatum,8,1
Macao Special Administrative Region of China,MAC,Avicennia marina,13,1
Macao Special Administrative Region of China,MAC,Acanthus ilicifolius,2,1
Tokelau ,TKL,Pemphis acidula,43,1
